customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,cluster,cluster_name
ZD13262,oregon,10425.98532,no,extended,high school or below,2011-01-30,employed,f,68563,urban,married,131,6,44,1,3,personal auto,personal l2,offer4,call center,350.097052,suv,small,0,Steady Eddies
OJ58066,nevada,7025.04419,no,extended,high school or below,2011-02-14,employed,m,24726,rural,divorced,92,18,75,1,5,personal auto,personal l3,offer1,call center,150.693773,four-door car,medsize,1,High Rollers
RK81706,arizona,7388.733207,no,extended,college,2011-02-24,unemployed,f,0,suburban,married,97,31,24,0,3,personal auto,personal l3,offer4,call center,638.371157,four-door car,medsize,0,Steady Eddies
NI18835,california,2927.734329,no,basic,bachelor,2011-02-15,employed,m,51991,rural,married,73,4,95,0,1,personal auto,personal l3,offer2,web,124.376921,four-door car,medsize,2,Riskmakers
RA87395,california,8356.181097,no,basic,bachelor,2011-01-13,unemployed,m,0,rural,married,118,25,29,0,7,personal auto,personal l3,offer1,agent,153.176419,suv,medsize,1,High Rollers
QN13323,oregon,8718.056722,no,basic,high school or below,2011-01-17,employed,m,89096,rural,single,111,1,50,0,3,personal auto,personal l1,offer2,branch,64.98293,suv,large,2,Riskmakers
BC53363,oregon,35227.29912,no,premium,high school or below,2011-02-08,employed,f,23031,suburban,married,148,26,76,0,2,special auto,special l3,offer4,web,710.4,suv,medsize,0,Steady Eddies
VB26229,arizona,8697.882675,no,basic,bachelor,2011-01-31,employed,m,29540,suburban,divorced,73,3,23,0,2,personal auto,personal l3,offer2,branch,350.4,four-door car,medsize,2,Riskmakers
AD28535,california,3554.845264,yes,extended,master,2011-01-10,employed,f,58557,rural,married,88,4,83,0,1,personal auto,personal l1,offer1,branch,55.510526,four-door car,large,2,Riskmakers
SE50560,oregon,2818.31302,no,basic,college,2011-01-17,employed,m,88816,rural,married,70,33,9,0,1,personal auto,personal l2,offer3,branch,164.282841,two-door car,medsize,2,Riskmakers
YL65673,california,19045.50012,no,basic,bachelor,2011-01-24,unemployed,f,0,suburban,single,61,2,61,0,2,personal auto,personal l2,offer1,agent,439.2,four-door car,small,2,Riskmakers
WK65741,california,2893.806196,no,basic,high school or below,2011-02-18,employed,f,61809,urban,married,72,9,21,0,1,personal auto,personal l2,offer3,agent,328.004855,two-door car,medsize,2,Riskmakers
GZ77449,california,14439.80313,no,basic,college,2011-01-23,employed,m,58452,suburban,single,186,7,13,0,5,corporate auto,corporate l3,offer4,branch,892.8,luxury car,medsize,3,Fresh Starts
OF49789,oregon,5121.838914,no,extended,college,2011-02-15,employed,f,57161,suburban,married,127,20,92,0,1,personal auto,personal l1,offer1,agent,609.6,sports car,medsize,0,Steady Eddies
YX54093,arizona,2217.664193,no,basic,college,2011-02-12,unemployed,m,0,rural,divorced,65,11,69,0,1,personal auto,personal l2,offer4,branch,111.872115,four-door car,medsize,2,Riskmakers
TD19026,california,2861.717418,no,basic,high school or below,2011-02-22,employed,f,90083,urban,married,71,23,47,0,1,personal auto,personal l3,offer4,agent,181.689191,two-door car,medsize,2,Riskmakers
XT67997,california,5979.724161,yes,extended,high school or below,2011-02-07,employed,f,57693,suburban,divorced,76,16,56,0,3,personal auto,personal l3,offer2,agent,547.2,four-door car,medsize,0,Steady Eddies
WP65749,nevada,7377.231238,no,basic,college,2011-02-24,unemployed,m,0,suburban,married,69,16,42,0,2,personal auto,personal l3,offer4,branch,331.2,four-door car,medsize,2,Riskmakers
YT91759,california,6366.225775,yes,extended,high school or below,2011-01-07,employed,m,44368,suburban,married,80,5,72,0,3,personal auto,personal l2,offer2,call center,384.0,two-door car,large,2,Riskmakers
YH20696,oregon,8657.968597,no,basic,college,2011-01-17,employed,m,68727,rural,married,72,15,49,0,2,personal auto,personal l1,offer1,branch,171.475838,four-door car,medsize,2,Riskmakers
NS14955,oregon,11726.18921,no,extended,master,2011-02-26,employed,f,40564,rural,married,97,0,36,0,2,personal auto,personal l2,offer4,call center,85.968142,four-door car,small,2,Riskmakers
UH79028,nevada,5780.182197,yes,basic,high school or below,2011-02-26,employed,m,51066,suburban,single,74,23,0,0,8,personal auto,personal l2,offer2,call center,787.993313,four-door car,medsize,1,High Rollers
JM89095,oregon,10058.74013,no,extended,high school or below,2011-02-27,unemployed,m,0,suburban,single,92,30,81,0,2,personal auto,personal l2,offer1,call center,640.229108,two-door car,medsize,0,Steady Eddies
NK26146,washington,7072.928971,no,basic,college,2011-02-11,employed,f,90551,suburban,divorced,61,28,4,4,2,corporate auto,corporate l3,offer4,call center,374.527412,four-door car,small,2,Riskmakers
HE99696,washington,4787.206586,no,basic,college,2011-02-24,unemployed,f,0,suburban,single,67,16,45,0,5,personal auto,personal l3,offer1,call center,321.6,four-door car,small,1,High Rollers
HH15953,california,3013.439451,no,extended,bachelor,2011-02-20,disabled,m,21353,suburban,divorced,80,28,21,0,1,personal auto,personal l3,offer3,agent,576.0,four-door car,medsize,0,Steady Eddies
ZO30377,california,3472.369996,no,premium,high school or below,2011-01-01,unemployed,m,0,suburban,single,102,25,48,0,1,personal auto,personal l3,offer2,agent,976.112456,four-door car,medsize,0,Steady Eddies
VZ23007,oregon,5380.898636,yes,basic,college,2011-02-24,employed,f,55350,suburban,married,67,0,13,0,9,personal auto,personal l2,offer1,agent,321.6,four-door car,medsize,1,High Rollers
DF74270,nevada,38230.21008,no,basic,bachelor,2011-01-16,employed,m,80321,rural,married,105,25,1,0,2,corporate auto,corporate l1,offer4,agent,166.972451,suv,medsize,2,Riskmakers
SE47384,california,5526.438887,no,extended,bachelor,2011-02-06,employed,f,94230,suburban,married,137,21,82,0,1,special auto,special l3,offer3,agent,657.6,suv,medsize,0,Steady Eddies
CS84396,arizona,4883.117399,no,basic,bachelor,2011-01-25,employed,m,53305,suburban,single,63,32,73,0,4,corporate auto,corporate l2,offer1,call center,302.4,two-door car,small,2,Riskmakers
OQ20827,california,14203.04178,no,basic,college,2011-01-24,employed,m,55593,urban,married,182,10,48,1,9,corporate auto,corporate l2,offer4,web,677.63589,luxury car,medsize,1,High Rollers
VU47281,oregon,5745.41663,no,premium,bachelor,2011-02-19,unemployed,f,0,suburban,single,165,27,38,0,1,personal auto,personal l3,offer1,agent,1853.202354,sports car,medsize,3,Fresh Starts
BN62219,arizona,9602.07966,no,extended,college,2011-02-15,unemployed,f,0,suburban,single,94,12,3,0,2,personal auto,personal l3,offer3,branch,676.8,two-door car,medsize,0,Steady Eddies
TP39671,arizona,3199.75316,no,extended,bachelor,2011-01-20,unemployed,m,0,rural,married,87,3,43,0,1,personal auto,personal l3,offer1,agent,132.492438,four-door car,medsize,2,Riskmakers
HX33134,arizona,2758.329817,no,basic,high school or below,2011-01-04,disabled,m,22158,suburban,married,74,8,92,0,1,personal auto,personal l1,offer2,call center,355.2,four-door car,small,2,Riskmakers
UR49989,oregon,2725.192659,no,basic,bachelor,2011-01-27,employed,f,81605,suburban,married,67,7,74,0,1,personal auto,personal l3,offer2,agent,424.219182,two-door car,medsize,2,Riskmakers
VU48786,washington,5550.149947,no,basic,master,2011-01-25,employed,m,62219,urban,married,69,7,73,0,4,personal auto,personal l3,offer2,branch,243.238784,two-door car,small,2,Riskmakers
QM46642,california,2619.172388,no,basic,bachelor,2011-01-16,disabled,m,15587,rural,married,71,11,48,0,1,special auto,special l1,offer2,agent,136.033828,two-door car,medsize,2,Riskmakers
TG60853,nevada,6265.343299,yes,extended,doctor,2011-01-13,unemployed,f,0,suburban,married,84,18,25,1,4,corporate auto,corporate l2,offer1,agent,481.025786,four-door car,medsize,0,Steady Eddies
CV40610,california,12313.16484,no,premium,college,2011-01-17,unemployed,m,0,suburban,single,116,7,57,0,2,personal auto,personal l1,offer1,call center,835.2,two-door car,medsize,0,Steady Eddies
HI98447,oregon,10552.42728,no,extended,high school or below,2011-01-24,employed,m,28505,suburban,married,88,0,93,0,2,personal auto,personal l2,offer4,agent,422.4,four-door car,large,2,Riskmakers
QD86271,arizona,12022.38645,no,basic,high school or below,2011-01-21,medical leave,m,25918,suburban,married,104,7,30,0,2,personal auto,personal l3,offer1,agent,996.775536,suv,medsize,0,Steady Eddies
ZD75163,nevada,9295.41115,no,premium,high school or below,2011-02-14,unemployed,m,0,suburban,single,261,33,44,0,1,corporate auto,corporate l3,offer4,call center,2759.794354,luxury car,medsize,3,Fresh Starts
LB98130,oregon,7440.92353,no,basic,bachelor,2011-02-14,employed,m,34137,suburban,married,62,6,9,0,2,personal auto,personal l3,offer1,agent,297.6,two-door car,medsize,2,Riskmakers
VZ16820,washington,10302.90289,no,extended,bachelor,2011-01-11,employed,m,21839,suburban,single,137,2,70,0,8,personal auto,personal l3,offer2,agent,657.6,sports car,medsize,1,High Rollers
YE24562,california,3508.569533,yes,extended,college,2011-01-05,medical leave,m,20978,suburban,married,98,19,96,1,1,personal auto,personal l3,offer2,branch,1176.2788,four-door car,small,0,Steady Eddies
IH78357,oregon,5761.317533,no,basic,college,2011-01-17,employed,f,83392,rural,married,71,30,80,0,3,personal auto,personal l3,offer2,web,125.961938,four-door car,medsize,2,Riskmakers
TH96263,nevada,10280.80787,no,extended,high school or below,2011-02-15,employed,f,73661,urban,married,128,34,47,0,3,personal auto,personal l3,offer2,call center,404.329477,suv,medsize,0,Steady Eddies
DC31768,arizona,4783.917752,no,extended,bachelor,2011-01-29,employed,m,49793,suburban,married,121,3,55,0,1,personal auto,personal l3,offer2,agent,640.835113,suv,small,0,Steady Eddies
YO81676,oregon,2142.892273,no,basic,bachelor,2011-01-23,unemployed,m,0,suburban,single,65,3,71,0,1,corporate auto,corporate l1,offer4,web,686.774939,two-door car,medsize,0,Steady Eddies
MQ79612,california,8738.299629,no,basic,doctor,2011-02-15,employed,m,91890,rural,married,107,30,28,0,7,personal auto,personal l2,offer3,agent,156.617415,suv,small,1,High Rollers
ZZ77357,nevada,4468.2209,no,basic,high school or below,2011-01-09,unemployed,m,0,suburban,single,65,16,61,0,9,corporate auto,corporate l2,offer1,agent,468.0,two-door car,medsize,1,High Rollers
OE88763,california,11315.20373,yes,premium,bachelor,2011-02-16,disabled,f,11885,suburban,divorced,101,18,39,0,2,corporate auto,corporate l2,offer1,agent,484.8,four-door car,medsize,0,Steady Eddies
XP39695,arizona,21886.19626,no,basic,bachelor,2011-02-01,employed,f,43000,suburban,married,109,27,9,0,2,personal auto,personal l2,offer2,web,676.808053,suv,medsize,0,Steady Eddies
QC28119,oregon,7681.551777,no,basic,high school or below,2011-02-15,employed,m,90043,urban,married,63,12,21,0,2,personal auto,personal l3,offer2,branch,203.226649,four-door car,medsize,2,Riskmakers
AZ29426,california,16702.69914,no,basic,college,2011-01-17,unemployed,m,0,suburban,single,72,34,46,0,2,special auto,special l3,offer1,agent,345.6,four-door car,medsize,2,Riskmakers
RI46607,california,5015.009472,yes,extended,bachelor,2011-02-03,employed,f,48567,suburban,single,130,12,15,0,1,corporate auto,corporate l2,offer2,agent,624.0,suv,medsize,0,Steady Eddies
OJ63606,arizona,5776.338737,no,premium,high school or below,2011-01-28,medical leave,f,27510,suburban,married,159,5,28,3,1,corporate auto,corporate l3,offer1,call center,871.457982,suv,small,3,Fresh Starts
TQ89058,nevada,2777.525403,no,basic,master,2011-01-12,employed,f,59124,rural,married,70,18,31,2,1,personal auto,personal l1,offer4,call center,173.426207,four-door car,small,2,Riskmakers
IW78492,arizona,4127.495254,no,basic,college,2011-01-14,unemployed,f,0,suburban,single,119,20,89,3,1,personal auto,personal l2,offer1,web,856.8,sports car,medsize,0,Steady Eddies
WE88728,arizona,6670.850638,no,premium,high school or below,2011-01-02,employed,f,56531,suburban,married,170,34,24,3,1,corporate auto,corporate l3,offer2,web,816.0,suv,medsize,3,Fresh Starts
PJ74689,nevada,14741.76092,no,extended,bachelor,2011-01-25,unemployed,f,0,suburban,married,139,2,33,1,2,personal auto,personal l3,offer3,call center,667.2,suv,medsize,0,Steady Eddies
ZI86917,nevada,38320.82017,no,basic,bachelor,2011-01-10,employed,m,45277,suburban,married,191,19,0,0,2,special auto,special l2,offer2,agent,916.8,luxury suv,medsize,3,Fresh Starts
IJ71609,washington,2064.697955,no,basic,bachelor,2011-01-30,unemployed,f,0,suburban,single,65,12,57,3,1,personal auto,personal l2,offer1,call center,368.828511,four-door car,medsize,2,Riskmakers
FP17993,arizona,5504.139033,yes,basic,bachelor,2011-02-08,unemployed,f,0,suburban,married,73,18,45,0,5,personal auto,personal l2,offer1,call center,350.4,four-door car,medsize,1,High Rollers
EC28398,oregon,5096.673223,yes,basic,master,2011-01-28,disabled,f,22886,suburban,divorced,65,9,81,0,3,corporate auto,corporate l2,offer1,agent,312.0,four-door car,small,2,Riskmakers
ZX85480,washington,7995.441263,no,basic,high school or below,2011-01-02,employed,f,66685,rural,married,67,35,50,2,2,personal auto,personal l2,offer2,call center,38.763897,two-door car,large,2,Riskmakers
JP27787,oregon,5674.136445,no,basic,college,2011-01-23,employed,f,65775,rural,divorced,72,16,98,0,4,personal auto,personal l2,offer2,agent,171.426318,four-door car,medsize,2,Riskmakers
NH24429,arizona,2886.232446,no,basic,doctor,2011-02-01,employed,m,52972,suburban,single,74,3,68,0,1,special auto,special l3,offer2,call center,355.2,four-door car,medsize,2,Riskmakers
QU58523,arizona,5794.682724,no,basic,master,2011-02-15,employed,m,52979,suburban,divorced,72,14,53,0,4,personal auto,personal l2,offer1,agent,345.6,two-door car,small,2,Riskmakers
EZ39383,arizona,10706.66957,no,basic,bachelor,2011-01-13,employed,f,55436,suburban,divorced,67,7,44,0,2,personal auto,personal l2,offer3,agent,321.6,four-door car,small,2,Riskmakers
IR74017,oregon,5320.614976,no,extended,college,2011-01-21,employed,f,32116,rural,married,132,10,42,0,1,personal auto,personal l3,offer4,call center,277.351026,suv,medsize,0,Steady Eddies
DH68234,california,20498.83124,no,basic,master,2011-01-24,employed,m,56070,rural,divorced,74,5,73,0,2,personal auto,personal l3,offer1,branch,87.990528,two-door car,medsize,2,Riskmakers
TZ37274,arizona,4628.280887,no,basic,high school or below,2011-02-27,unemployed,m,0,suburban,single,62,32,31,0,3,personal auto,personal l3,offer3,web,690.548602,four-door car,medsize,0,Steady Eddies
QG67362,california,27287.50099,no,basic,bachelor,2011-02-10,unemployed,f,0,suburban,single,116,12,76,1,2,personal auto,personal l3,offer1,agent,835.2,suv,small,0,Steady Eddies
TN36916,california,4029.723325,no,basic,bachelor,2011-02-19,employed,f,93621,rural,married,100,16,20,0,1,personal auto,personal l2,offer3,branch,59.860273,suv,large,2,Riskmakers
FL74984,oregon,2744.083863,no,basic,bachelor,2011-02-01,employed,m,79192,suburban,divorced,70,11,74,0,1,personal auto,personal l3,offer2,call center,336.0,two-door car,small,2,Riskmakers
FV15346,arizona,35444.31404,no,extended,college,2011-01-01,employed,m,96853,suburban,divorced,98,34,68,0,2,personal auto,personal l3,offer1,call center,565.504258,two-door car,medsize,0,Steady Eddies
JV12632,washington,2858.992036,no,extended,master,2011-01-20,unemployed,f,0,urban,married,83,25,91,4,1,corporate auto,corporate l2,offer4,branch,355.385287,four-door car,medsize,2,Riskmakers
TF64196,california,5862.803295,no,basic,college,2011-01-11,employed,f,75121,rural,married,73,12,22,0,6,corporate auto,corporate l1,offer3,call center,171.226873,two-door car,small,1,High Rollers
PC27174,oregon,4031.539471,no,premium,college,2011-02-23,unemployed,f,0,suburban,single,117,2,41,0,1,personal auto,personal l1,offer2,web,842.4,four-door car,medsize,0,Steady Eddies
RL28880,nevada,7553.225007,no,basic,bachelor,2011-02-12,employed,f,69959,suburban,divorced,63,9,3,0,2,personal auto,personal l3,offer1,branch,401.838921,two-door car,medsize,2,Riskmakers
FG46631,oregon,16699.46158,no,premium,bachelor,2011-01-14,employed,f,81400,suburban,married,104,6,19,0,2,special auto,special l2,offer2,web,499.2,four-door car,small,0,Steady Eddies
PB29715,california,3233.262049,no,extended,high school or below,2011-02-04,unemployed,m,0,suburban,single,98,33,87,1,1,corporate auto,corporate l3,offer1,agent,705.6,two-door car,medsize,0,Steady Eddies
ZV42323,california,5640.729767,no,basic,bachelor,2011-02-25,employed,m,67523,urban,single,72,35,21,0,7,corporate auto,corporate l2,offer2,web,345.237659,two-door car,medsize,1,High Rollers
YS49138,california,8678.508294,no,premium,high school or below,2011-01-21,employed,f,62366,rural,married,108,22,87,0,8,personal auto,personal l2,offer1,call center,51.316527,four-door car,medsize,1,High Rollers
XJ34057,california,10339.59799,no,extended,bachelor,2011-02-25,employed,m,67134,rural,married,131,5,63,1,6,personal auto,personal l2,offer1,call center,277.448968,sports car,medsize,1,High Rollers
NJ54277,california,3746.751625,yes,extended,college,2011-02-26,employed,f,41479,rural,married,94,14,38,1,1,personal auto,personal l2,offer2,call center,19.575683,two-door car,large,2,Riskmakers
RL64888,california,2571.260863,no,basic,college,2011-02-15,employed,f,29697,suburban,married,66,0,58,4,1,personal auto,personal l2,offer4,agent,316.8,four-door car,medsize,2,Riskmakers
